2026-04-11 18:25:10,679 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:37,630 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:38,132 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:38,634 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:39,135 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:39,637 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:40,138 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:40,640 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:41,142 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:41,643 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:42,145 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:42,647 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:43,148 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:43,650 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:44,152 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:44,655 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:45,157 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:45,658 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:46,160 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:46,662 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:47,163 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:47,992 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:48,494 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:48,995 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:49,497 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:49,998 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:50,500 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:51,334 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:51,837 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:52,339 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:52,840 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:53,342 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:53,844 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:54,345 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:54,847 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:55,349 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:55,851 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:56,353 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:56,854 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:57,356 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:57,857 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:58,359 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:58,863 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:59,365 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:26:59,866 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:00,368 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:00,869 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:01,371 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:01,873 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:02,374 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:02,876 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:03,377 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:03,879 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:04,380 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:04,882 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:05,385 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:05,887 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:06,388 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:06,890 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:07,392 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:07,893 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:08,395 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:08,897 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:09,398 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:09,900 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:10,402 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:10,903 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:11,405 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:11,907 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:12,410 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:12,911 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:13,413 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:13,915 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:14,416 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:14,918 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:15,419 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:15,921 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:16,422 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:16,924 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:17,426 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:17,927 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:18,429 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:18,932 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:19,434 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:19,935 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:20,437 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:20,939 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:21,440 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:21,942 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:22,444 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:22,945 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:23,447 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:23,949 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:24,450 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:24,952 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:25,453 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:25,957 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:26,458 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:26,960 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
2026-04-11 18:27:27,462 - brain.memory_controller - DEBUG - Idle memory maintenance metrics: {'insight_candidates_created': 0, 'insights_promoted': 0, 'episodic_decayed': 13, 'episodic_deleted': 0, 'research_jobs_processed': 0, 'research_jobs_completed': 0, 'research_jobs_failed': 0}
